1.45	-4.219537E-6	0.000102	-9.064917E-5	0.015667
1.449	-4.80813E-6	9.623467E-5	-9.55616E-5	0.016556
1.448	-7.7983E-7	8.820043E-5	-9.43E-5	0.018222
1.447	4.768387E-6	9.49283E-5	-9.421303E-5	0.016556
1.446	-9.93417E-7	9.431737E-5	-9.962227E-5	0.018111
1.445	-5.1161E-7	9.595153E-5	-9.769743E-5	0.018
1.444	3.258403E-6	0.000102	-9.21666E-5	0.018667
1.443	3.72779E-6	9.23529E-5	-9.76554E-5	0.017667
1.442	1.490333E-8	9.195307E-5	-9.84127E-5	0.017
1.441	5.84377E-6	9.485627E-5	-9.484883E-5	0.017
1.44	1.599648E-5	9.006307E-5	-8.643713E-5	0.019111
1.439	-2.83126E-7	9.64606E-5	-9.832087E-5	0.017667
1.438	4.08791E-6	0.000106	-8.904983E-5	0.019222
1.437	1.981867E-6	9.117073E-5	-9.822903E-5	0.017556
1.436	5.938147E-6	9.938377E-5	-9.365673E-5	0.017556
1.435	2.749283E-6	8.408273E-5	-9.094967E-5	0.016111
1.434	5.918283E-6	9.61676E-5	-9.432977E-5	0.017111
1.433	4.080455E-6	9.127007E-5	-9.689773E-5	0.018667
1.432	7.443177E-6	9.274527E-5	-9.457817E-5	0.017444
1.431	1.023218E-6	9.459057E-5	-9.992267E-5	0.018556
1.43	-2.744317E-6	0.00011	-8.523013E-5	0.015667
1.429	9.027697E-6	9.558397E-5	-9.251927E-5	0.018333
1.428	1.005338E-5	9.247957E-5	-9.122783E-5	0.018111
1.427	1.176953E-5	0.000107	-8.33948E-5	0.016667
1.426	9.412607E-7	9.55616E-5	-9.95576E-5	0.016111
1.425	-8.046667E-7	9.769997E-5	-9.643337E-5	0.016667
1.424	1.082079E-5	9.134957E-5	-9.07808E-5	0.017889
1.423	1.06072E-5	9.57454E-5	-9.124027E-5	0.018
1.422	3.322977E-6	0.0001	-9.39622E-5	0.018111
1.421	-1.803048E-6	8.8337E-5	-9.585467E-5	0.016444
1.42	1.57208E-6	9.92621E-5	-9.511707E-5	0.017444
1.419	-9.059947E-6	9.19257E-5	-9.074357E-5	0.017111
1.418	4.000983E-6	9.56783E-5	-9.494073E-5	0.016333
1.417	7.835567E-6	0.000103	-8.97452E-5	0.018111
1.416	1.111637E-5	9.60285E-5	-9.077337E-5	0.017111
1.415	-3.56636E-6	0.000108	-8.691893E-5	0.015556
1.414	7.73126E-6	9.85642E-5	-9.220887E-5	0.015889
1.413	1.32894E-5	9.545717E-5	-8.783043E-5	0.016556
1.412	5.50601E-6	9.755343E-5	-9.533063E-5	0.015667
1.411	-6.705667E-8	0.000106	-8.962103E-5	0.014889
1.41	-1.986834E-6	8.995133E-5	-9.748127E-5	0.017222
1.409	1.877553E-6	8.813587E-5	-9.416837E-5	0.016333
1.408	2.816333E-6	8.848107E-5	-9.614277E-5	0.018778
1.407	-4.952183E-6	0.000102	-9.149607E-5	0.018
1.406	-5.563133E-7	8.788007E-5	-9.42255E-5	0.015556
1.405	-8.80666E-6	9.38753E-5	-9.39548E-5	0.014556
1.404	4.435598E-6	0.000101	-9.295637E-5	0.016778
1.403	-6.36532E-6	9.85319E-5	-9.418823E-5	0.018111
1.402	3.643357E-6	0.000101	-9.253173E-5	0.017556
1.401	-4.261757E-6	9.46154E-5	-9.641347E-5	0.017667
1.4	1.074628E-5	8.672273E-5	-8.927083E-5	0.018667
1.399	-8.8414E-7	9.543493E-5	-9.639607E-5	0.016444
1.398	-2.029043E-6	9.7387E-5	-9.29266E-5	0.019778
1.397	-5.980367E-6	0.000101	-9.283967E-5	0.016889
1.396	-2.0067E-6	9.514937E-5	-9.62073E-5	0.018222
1.395	2.485333E-9	9.69971E-5	-9.787137E-5	0.018
1.394	6.953667E-8	9.033873E-5	-9.7089E-5	0.017
1.393	-8.518543E-6	9.17196E-5	-9.395227E-5	0.019667
1.392	-6.174077E-6	9.43447E-5	-9.446143E-5	0.017
1.391	-2.289824E-6	9.443907E-5	-9.909823E-5	0.017556
1.39	2.458707E-7	0.000102	-9.325687E-5	0.016222
1.389	-2.07624E-6	9.070633E-5	-9.77572E-5	0.018111
1.388	-1.021728E-5	8.762923E-5	-8.934533E-5	0.018667
1.387	-1.57953E-6	8.946207E-5	-9.69698E-5	0.017
1.386	5.63018E-6	9.669897E-5	-9.490347E-5	0.016556
1.385	2.133363E-6	9.96966E-5	-9.46725E-5	0.018667
1.384	-6.82975E-6	9.883747E-5	-9.103167E-5	0.017778
1.383	2.188003E-6	9.152093E-5	-9.573297E-5	0.017111
1.382	-4.9025E-6	8.67724E-5	-9.346307E-5	0.016111
1.381	-2.339491E-6	8.361087E-5	-9.14166E-5	0.016
1.38	-7.584741E-6	0.000103	-8.756717E-5	0.016556
1.379	-5.265117E-7	9.329663E-5	-9.934633E-5	0.017556
1.378	-5.431503E-6	9.31352E-5	-9.650537E-5	0.018
1.377	2.36433E-6	9.311037E-5	-9.861387E-5	0.017333
1.376	-3.745182E-6	9.2415E-5	-9.601363E-5	0.020333
1.375	-3.427283E-6	9.200023E-5	-9.7392E-5	0.018
1.374	8.220533E-7	9.99574E-5	-9.36518E-5	0.018111
1.373	-9.487167E-7	0.000103	-9.2112E-5	0.018111
1.372	-1.68384E-6	9.466757E-5	-9.413357E-5	0.019222
1.371	-5.376867E-6	0.0001	-9.21244E-5	0.016444
1.37	-2.111007E-6	9.226847E-5	-9.740687E-5	0.017444
1.369	-1.363217E-5	9.86362E-5	-8.73933E-5	0.017222
1.368	1.644102E-6	0.000103	-9.221133E-5	0.019111
1.367	-7.229593E-6	8.56126E-5	-9.023443E-5	0.016
