1.4	-9.65202E-5	8.650173E-5	-4.783294E-6	4.149667
1.4	-9.278253E-5	9.130733E-5	-8.968053E-6	4.150887
1.399	-0.000103	8.820543E-5	1.095247E-6	4.192003
1.398	-0.000114	8.23815E-5	1.230097E-5	4.234667
1.397	-6.91493E-5	9.747373E-5	-3.327697E-5	4.27489
1.396	-5.846743E-5	8.565983E-5	-4.273923E-5	4.311667
1.395	-4.984713E-5	7.456093E-5	-4.915667E-5	4.352223
1.394	-8.124407E-5	8.367297E-5	-1.960507E-5	4.394
1.393	-8.889583E-5	0.000103	-1.395997E-5	4.43589
1.392	-6.882143E-5	7.44094E-5	-3.13274E-5	4.47389
1.391	-7.155333E-5	6.898043E-5	-2.683467E-5	4.517447
1.39	-4.362833E-5	9.988797E-5	-5.719853E-5	4.555557
1.389	-3.618023E-5	8.265717E-5	-6.338737E-5	4.598887
1.388	-2.952187E-5	0.000102	-7.053513E-5	4.641447
1.387	-4.99986E-5	9.546963E-5	-5.291433E-5	4.684333
1.386	-1.71439E-5	7.29491E-5	-7.501537E-5	4.72322
1.385	-1.74767E-5	0.000115	-7.51619E-5	4.763667
1.384	-3.866377E-5	0.000112	-5.97018E-5	4.801223
1.383	-3.802547E-5	9.0453E-5	-6.277393E-5	4.843777
1.382	-2.054883E-5	9.994747E-5	-8.117703E-5	4.887777
1.381	-2.135343E-5	6.84092E-5	-6.88488E-5	4.925333
1.38	-2.488505E-6	9.923697E-5	-9.387527E-5	4.96311
1.379	4.942239E-6	8.450247E-5	-8.979737E-5	5.003333
1.378	-3.98857E-6	9.486607E-5	-9.35276E-5	5.045223
1.377	5.486149E-6	0.000101	-9.166993E-5	5.09022
1.376	6.14675E-6	0.000102	-9.024687E-5	5.12689
1.375	3.973663E-5	8.838673E-5	-6.214567E-5	5.168447
1.374	1.42282E-5	8.627323E-5	-8.536173E-5	5.213
1.373	-1.099962E-5	8.783787E-5	-8.826997E-5	5.246223
1.372	2.025576E-5	8.299497E-5	-7.648567E-5	5.286443
